Grantee Name,Grant Number,Program Name,City,State,ZIP Code,County,Congressional District,Award Fiscal Year,Award Funding
Heartland Alliance Health,H8ECS37700,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Chicago,IL,60604-1286,Cook,IL-07,2020,"$261,184.00"
Heartland Community Health Clinic,H8CCS34430,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Peoria,IL,61604-3221,Peoria,IL-17,2020,"$65,787.00"
Heartland Community Health Clinic,H8DCS36118,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Peoria,IL,61604-3221,Peoria,IL-17,2020,"$890,420.00"
Heartland Community Health Clinic,H8ECS38815,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Peoria,IL,61604-3221,Peoria,IL-17,2020,"$432,139.00"
"Heartland Health Center, Inc.",H8CCS34284,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Grand Island,NE,68803-1334,Hall,NE-03,2020,"$56,631.00"
"Heartland Health Center, Inc.",H8DCS35914,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Grand Island,NE,68803-1334,Hall,NE-03,2020,"$609,635.00"
"Heartland Health Center, Inc.",H8ECS38006,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Grand Island,NE,68803-1334,Hall,NE-03,2020,"$163,699.00"
Heartland International Health Centers,H8CCS34425,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Chicago,IL,60657-6710,Cook,IL-05,2020,"$84,630.00"
Heartland International Health Centers,H8DCS36114,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Chicago,IL,60657-6710,Cook,IL-05,2020,"$1,147,910.00"
Heartland International Health Centers,H8ECS38516,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Chicago,IL,60657-6710,Cook,IL-05,2020,"$507,424.00"
"Heartland Medical Clinic, Incorporated",H8CCS34847,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lawrence,KS,66044-1393,Douglas,KS-02,2020,"$60,255.00"
"Heartland Medical Clinic, Incorporated",H8DCS36079,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lawrence,KS,66044-1393,Douglas,KS-02,2020,"$674,870.00"
"Heartland Medical Clinic, Incorporated",H8ECS38627,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lawrence,KS,66044-1393,Douglas,KS-02,2020,"$208,459.00"
"HENDERSON COUNTY RURAL HEALTH CENTER, INC.",H8CCS34422,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Oquawka,IL,61469-3204,Henderson,IL-17,2020,"$53,495.00"
"HENDERSON COUNTY RURAL HEALTH CENTER, INC.",H8DCS36122,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Oquawka,IL,61469-3204,Henderson,IL-17,2020,"$580,820.00"
"HENDERSON COUNTY RURAL HEALTH CENTER, INC.",H8ECS38208,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Oquawka,IL,61469-3204,Henderson,IL-17,2020,"$162,424.00"
HENNEPIN COUNTY,H8CCS34795,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Minneapolis,MN,55487-0999,Hennepin,MN-05,2020,"$53,897.00"
HENNEPIN COUNTY,H8CCS34834,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Minneapolis,MN,55411-3047,Hennepin,MN-05,2020,"$86,228.00"
HENNEPIN COUNTY,H8DCS36091,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Minneapolis,MN,55487-0999,Hennepin,MN-05,2020,"$578,990.00"
HENNEPIN COUNTY,H8DCS36192,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Minneapolis,MN,55411-3047,Hennepin,MN-05,2020,"$1,187,660.00"
HENNEPIN COUNTY,H8ECS38223,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Minneapolis,MN,55487-0999,Hennepin,MN-05,2020,"$158,794.00"
HENNEPIN COUNTY,H8ECS38617,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Minneapolis,MN,55411-3047,Hennepin,MN-05,2020,"$523,969.00"
"Henry J. Austin Health Center, Inc.",H8CCS35089,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Trenton,NJ,08618-4741,Mercer,NJ-12,2020,"$64,060.00"
"Henry J. Austin Health Center, Inc.",H8DCS36406,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Trenton,NJ,08618-4741,Mercer,NJ-12,2020,"$797,240.00"
"Henry J. Austin Health Center, Inc.",H8ECS38478,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Trenton,NJ,08618-4741,Mercer,NJ-12,2020,"$374,494.00"
Herald Christian Health Center,H8CCS34467,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Rosemead,CA,91770-3358,Los Angeles,CA-27,2020,"$61,532.00"
Herald Christian Health Center,H8DCS35784,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Rosemead,CA,91770-3358,Los Angeles,CA-27,2020,"$757,475.00"
Herald Christian Health Center,H8ECS38013,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Rosemead,CA,91770-3358,Los Angeles,CA-27,2020,"$325,249.00"
"HERITAGE HEALTH AND HOUSING, INC.",H8CCS35151,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),New York,NY,10031-4611,New York,NY-13,2020,"$54,685.00"
"HERITAGE HEALTH AND HOUSING, INC.",H8DCS36565,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",New York,NY,10031-4611,New York,NY-13,2020,"$601,400.00"
"HERITAGE HEALTH AND HOUSING, INC.",H8ECS38201,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),New York,NY,10031-4611,New York,NY-13,2020,"$164,494.00"
Hi-Desert Memorial Health Care District,H8CCS34210,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Yucca Valley,CA,92284-7314,San Bernardino,CA-08,2020,"$59,448.00"
Hi-Desert Memorial Health Care District,H8DCS35804,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Yucca Valley,CA,92284-7314,San Bernardino,CA-08,2020,"$686,510.00"
Hi-Desert Memorial Health Care District,H8ECS38819,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Yucca Valley,CA,92284-7314,San Bernardino,CA-08,2020,"$237,859.00"
Hidalgo Medical Services,H8CCS34986,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lordsburg,NM,88045-2618,Hidalgo,NM-02,2020,"$61,337.00"
Hidalgo Medical Services,H8DCS36506,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lordsburg,NM,88045-2618,Hidalgo,NM-02,2020,"$780,935.00"
Hidalgo Medical Services,H8ECS38566,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lordsburg,NM,88045-2618,Hidalgo,NM-02,2020,"$343,129.00"
HIGH COUNTRY COMMUNITY HEALTH,H8CCS34533,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Boone,NC,28607-5000,Watauga,NC-05,2020,"$61,739.00"
HIGH COUNTRY COMMUNITY HEALTH,H8DCS36350,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Boone,NC,28607-5000,Watauga,NC-05,2020,"$706,085.00"
HIGH COUNTRY COMMUNITY HEALTH,H8ECS38999,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Boone,NC,28607-5000,Watauga,NC-05,2020,"$244,594.00"
"High Plains Community Health Center, Incorporated",H8CCS34258,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lamar,CO,81052-3939,Prowers,CO-04,2020,"$62,283.00"
"High Plains Community Health Center, Incorporated",H8DCS35894,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lamar,CO,81052-3939,Prowers,CO-04,2020,"$728,690.00"
"High Plains Community Health Center, Incorporated",H8ECS37738,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lamar,CO,81052-3939,Prowers,CO-04,2020,"$238,024.00"
Highland Health Providers Corporation,H8CCS34896,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hillsboro,OH,45133-8496,Highland,OH-02,2020,"$55,863.00"
Highland Health Providers Corporation,H8DCS36666,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hillsboro,OH,45133-8496,Highland,OH-02,2020,"$658,925.00"
Highland Health Providers Corporation,H8ECS38860,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hillsboro,OH,45133-8496,Highland,OH-02,2020,"$277,504.00"
HIGHLAND MEDICAL CENTER,H8CCS34308,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Monterey,VA,24465-2416,Highland,VA-06,2020,"$52,530.00"
HIGHLAND MEDICAL CENTER,H8DCS36738,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Monterey,VA,24465-2416,Highland,VA-06,2020,"$545,375.00"
HIGHLAND MEDICAL CENTER,H8ECS38209,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Monterey,VA,24465-2416,Highland,VA-06,2020,"$126,499.00"
Hill Country Community Clinic,H8CCS34091,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Bella Vista,CA,96008,Shasta,CA-01,2020,"$55,568.00"
Hill Country Community Clinic,H8DCS35615,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Bella Vista,CA,96008,Shasta,CA-01,2020,"$622,910.00"
Hill Country Community Clinic,H8ECS38246,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Bella Vista,CA,96008,Shasta,CA-01,2020,"$203,749.00"
"Hilltown Community Health Centers, Inc.",H8CCS34349,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Worthington,MA,01098-9753,Hampshire,MA-01,2020,"$56,708.00"
"Hilltown Community Health Centers, Inc.",H8DCS35470,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Worthington,MA,01098-9753,Hampshire,MA-01,2020,"$655,055.00"
"Hilltown Community Health Centers, Inc.",H8ECS38073,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Worthington,MA,01098-9753,Hampshire,MA-01,2020,"$242,359.00"
HO-OLA LAHUI HAWAII INC,H8CCS34739,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Lihue,HI,96766-1805,Kauai,HI-02,2020,"$53,937.00"
HO-OLA LAHUI HAWAII INC,H8DCS36242,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Lihue,HI,96766-1805,Kauai,HI-02,2020,"$578,930.00"
HO-OLA LAHUI HAWAII INC,H8ECS38062,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Lihue,HI,96766-1805,Kauai,HI-02,2020,"$153,049.00"
"HOLYOKE HEALTH CENTER, INC.",H8CCS34350,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Holyoke,MA,01040-5144,Hampden,MA-01,2020,"$64,873.00"
"HOLYOKE HEALTH CENTER, INC.",H8DCS35467,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Holyoke,MA,01040-5144,Hampden,MA-01,2020,"$874,625.00"
"HOLYOKE HEALTH CENTER, INC.",H8ECS37731,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Holyoke,MA,01040-5144,Hampden,MA-01,2020,"$429,589.00"
Hope Christian Health Center Corp,H8CCS34985,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),North Las Vegas,NV,89030-0226,Clark,NV-04,2020,"$53,070.00"
Hope Christian Health Center Corp,H8DCS36418,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",North Las Vegas,NV,89030-0226,Clark,NV-04,2020,"$556,955.00"
Hope Christian Health Center Corp,H8ECS38629,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),North Las Vegas,NV,89030-0226,Clark,NV-04,2020,"$133,804.00"
HOPE FAMILY HEALTH SERVICES,H8CCS35305,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Westmoreland,TN,37186-5032,Sumner,TN-06,2020,"$55,942.00"
HOPE FAMILY HEALTH SERVICES,H8DCS36229,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Westmoreland,TN,37186-5032,Sumner,TN-06,2020,"$604,820.00"
HOPE FAMILY HEALTH SERVICES,H8ECS37912,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Westmoreland,TN,37186-5032,Sumner,TN-06,2020,"$157,999.00"
"HopeHealth, Inc.",H8CCS34917,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Florence,SC,29501-2808,Florence,SC-07,2020,"$92,908.00"
"HopeHealth, Inc.",H8DCS36265,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Florence,SC,29501-2808,Florence,SC-07,2020,"$1,381,970.00"
"HopeHealth, Inc.",H8ECS38196,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Florence,SC,29501-2808,Florence,SC-07,2020,"$846,619.00"
"Hopewell Health Centers, Inc.",H8CCS34882,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Chillicothe,OH,45601-1104,Ross,OH-02,2020,"$79,476.00"
"Hopewell Health Centers, Inc.",H8DCS36676,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Chillicothe,OH,45601-1104,Ross,OH-02,2020,"$1,197,440.00"
"Hopewell Health Centers, Inc.",H8ECS37933,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Chillicothe,OH,45601-1104,Ross,OH-02,2020,"$690,484.00"
"Horizon Health and Wellness, Inc.",H8CCS34568,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Apache Junction,AZ,85120-5501,Pinal,AZ-04,2020,"$54,039.00"
"Horizon Health and Wellness, Inc.",H8DCS35428,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Apache Junction,AZ,85120-5501,Pinal,AZ-04,2020,"$600,470.00"
"Horizon Health and Wellness, Inc.",H8ECS37853,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Apache Junction,AZ,85120-5501,Pinal,AZ-04,2020,"$233,044.00"
HORIZON HEALTH CARE INC,H8CCS34286,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Howard,SD,57349-8813,Miner,SD-00,2020,"$76,082.00"
HORIZON HEALTH CARE INC,H8DCS35905,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Howard,SD,57349-8813,Miner,SD-00,2020,"$1,061,735.00"
HORIZON HEALTH CARE INC,H8ECS38749,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Howard,SD,57349-8813,Miner,SD-00,2020,"$516,064.00"
HORIZON HEALTH CENTER INC,H8CCS35001,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Jersey City,NJ,07306-3817,Hudson,NJ-10,2020,"$66,558.00"
HORIZON HEALTH CENTER INC,H8DCS36471,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Jersey City,NJ,07306-3817,Hudson,NJ-10,2020,"$831,650.00"
HORIZON HEALTH CENTER INC,H8ECS38597,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Jersey City,NJ,07306-3817,Hudson,NJ-10,2020,"$292,204.00"
"Horizon Health Services, Inc.",H8CCS34341,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Waverly,VA,23890-3235,Sussex,VA-04,2020,"$54,124.00"
"Horizon Health Services, Inc.",H8DCS36744,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Waverly,VA,23890-3235,Sussex,VA-04,2020,"$586,625.00"
"Horizon Health Services, Inc.",H8ECS37754,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Waverly,VA,23890-3235,Sussex,VA-04,2020,"$167,959.00"
"Hospital General De Castaner, Inc.",H8CCS34852,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Bartolo,PR,631,Lares,PR-98,2020,"$56,897.00"
"Hospital General De Castaner, Inc.",H8DCS36534,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Bartolo,PR,631,Lares,PR-98,2020,"$676,940.00"
"Hospital General De Castaner, Inc.",H8ECS38909,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Bartolo,PR,631,Lares,PR-98,2020,"$266,494.00"
"Housing Works Health Services III, Inc.",H8CCS35158,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Brooklyn,NY,11208-2763,Kings,NY-08,2020,"$56,730.00"
"Housing Works Health Services III, Inc.",H8DCS36550,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Brooklyn,NY,11208-2763,Kings,NY-08,2020,"$642,365.00"
"Housing Works Health Services III, Inc.",H8ECS38054,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Brooklyn,NY,11208-2763,Kings,NY-08,2020,"$222,709.00"
"Houston Area Community Services, Inc.",H8CCS35261,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Houston,TX,77008-5200,Harris,TX-02,2020,"$75,085.00"
"Houston Area Community Services, Inc.",H8DCS36513,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Houston,TX,77008-5200,Harris,TX-02,2020,"$912,080.00"
"Houston Area Community Services, Inc.",H8ECS38232,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77008-5200,Harris,TX-02,2020,"$279,664.00"
"Houston Community Health Centers, Inc.",H8CCS35254,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Houston,TX,77020-3022,Harris,TX-29,2020,"$63,165.00"
"Houston Community Health Centers, Inc.",H8DCS36515,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Houston,TX,77020-3022,Harris,TX-29,2020,"$756,350.00"
"Houston Community Health Centers, Inc.",H8ECS38302,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Houston,TX,77020-3022,Harris,TX-29,2020,"$272,554.00"
Howard Brown Health Center,H8CCS34429,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Chicago,IL,60613-2010,Cook,IL-09,2020,"$79,211.00"
Howard Brown Health Center,H8DCS36186,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Chicago,IL,60613-2010,Cook,IL-09,2020,"$1,077,350.00"
Howard Brown Health Center,H8ECS38582,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Chicago,IL,60613-2010,Cook,IL-09,2020,"$548,524.00"
"HPM Foundation, Inc",H8CCS34770,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),San Juan,PR,00915-3822,San Juan,PR-98,2020,"$67,553.00"
"HPM Foundation, Inc",H8DCS36530,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",San Juan,PR,00915-3822,San Juan,PR-98,2020,"$866,645.00"
"HPM Foundation, Inc",H8ECS37686,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),San Juan,PR,00915-3822,San Juan,PR-98,2020,"$385,669.00"
HUDSON HEADWATERS HEALTH NETWORK,H8CCS35139,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Queensbury,NY,12804-7880,Warren,NY-21,2020,"$103,173.00"
HUDSON HEADWATERS HEALTH NETWORK,H8DCS36583,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Queensbury,NY,12804-7880,Warren,NY-21,2020,"$1,894,625.00"
HUDSON HEADWATERS HEALTH NETWORK,H8ECS37905,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Queensbury,NY,12804-7880,Warren,NY-21,2020,"$1,449,484.00"
"Hudson River Healthcare, Inc.",H8CCS35118,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Peekskill,NY,10566-2913,Westchester,NY-17,2020,"$319,417.00"
"Hudson River Healthcare, Inc.",H8DCS36593,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Peekskill,NY,10566-2913,Westchester,NY-17,2020,"$5,822,300.00"
"Hudson River Healthcare, Inc.",H8ECS38680,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Peekskill,NY,10566-2913,Westchester,NY-17,2020,"$3,775,339.00"
"HUNTER HEALTH CLINIC INC, THE",H8CCS34768,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Wichita,KS,67214-4436,Sedgwick,KS-04,2020,"$72,585.00"
"HUNTER HEALTH CLINIC INC, THE",H8DCS36182,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Wichita,KS,67214-4436,Sedgwick,KS-04,2020,"$885,545.00"
"HUNTER HEALTH CLINIC INC, THE",H8ECS38734,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Wichita,KS,67214-4436,Sedgwick,KS-04,2020,"$329,104.00"
"HURTT FAMILY HEALTH CLINIC, INC.",H8CCS34070,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Tustin,CA,92782-0221,Orange,CA-45,2020,"$57,561.00"
"HURTT FAMILY HEALTH CLINIC, INC.",H8DCS35822,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Tustin,CA,92782-0221,Orange,CA-45,2020,"$649,385.00"
"HURTT FAMILY HEALTH CLINIC, INC.",H8ECS38521,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Tustin,CA,92782-0221,Orange,CA-45,2020,"$194,599.00"
"HYNDMAN AREA HEALTH CENTER, INC.",H8CCS35233,FY 2020 Coronavirus Supplemental Funding for Health Centers (H8C),Hyndman,PA,15545-7379,Bedford,PA-13,2020,"$53,827.00"
"HYNDMAN AREA HEALTH CENTER, INC.",H8DCS36645,"Health Center Coronavirus Aid, Relief, and Economic Security (CARES) Act Funding (H8D)",Hyndman,PA,15545-7379,Bedford,PA-13,2020,"$580,865.00"
"HYNDMAN AREA HEALTH CENTER, INC.",H8ECS38528,FY 2020 Expanding Capacity for Coronavirus Testing (ECT) (H8E),Hyndman,PA,15545-7379,Bedford,PA-13,2020,"$171,739.00"
