Page ID,Page Name,Disclaimer,Amount Spent (USD),Number of Ads in Library
111328390234709,Alexis Johnson for Congress,Alexis Johnson for Congress,≤100,9
1036937289664151,Rocky Hanna,Rocky Hanna,≤100,13
103692828109415,"Rischi Paul Sharma for Laguna Niguel City Council 2020, FPPC ID: 1425886",Sharma for City Council 2020,≤100,10
101133651714519,Roger Chu for Collingswood Board of Ed,Roger Chu for Collingswood Board of Ed,≤100,3
362926986863,Dusty Johnson for Congress,FRIENDS OF DUSTY JOHNSON,≤100,1
701541503526361,Arizona Leadership Coalition,Arizona Leadership Coalition,≤100,1
768337696658732,Chris Chyung for State Rep,Chris Chyung for Change,≤100,1
112215420577986,Joann Linville for Wilsonville City Council,Friends of Joann Linville,≤100,1
100148704896628,Carrie Stiller for Judge,Carrie K Stiller,≤100,3
1929360247284678,"Smith, Desai, Patel for Franklin Board of Education",Edward Potosnak,≤100,1
106571944231338,Vote Mike Fish,Committee to Elect Mike Fish,≤100,1
100119735097428,"Simeon Brier for Parkland City Commissioner, District 1",Simeon Brier for Parkland City Commission,≤100,1
102991911432430,"Edelson, Folcher, Pratt for Mount Laurel Township Council",Election Fund of Edelson Folcher and Pratt,≤100,1
104173948067854,Rich Crandall,Rich Crandall for Mesa,≤100,4
103287198164349,Robert Alley for State Rep,Robert Alley for State Rep,≤100,3
102043038182925,Sreenivas Cherukuri for State Representative,Sreenivas Cherukuri and Friends 2020,≤100,2
101030684771380,Demand American Grown,"Reject Imported Fruit, Inc",≤100,1
1960668037492790,"Amanda Morrell, Governing SVUSD School Board Member",Amanda Morrell for School Board 2020,≤100,19
101293961237894,United Parents NM,"OLE EDUCATION FUND, THE",≤100,12
8111949161,ProgressNow Colorado,ProgressNow Colorado,≤100,2
108361967218696,Ruben Nolasco for Uvalde County Sheriff 2020,Ruben Nolasco,≤100,3
359821694561381,Leslie Irving,Irving for Council 2020,≤100,1
103560678065475,Eddyforweston,Eddy For Weston,≤100,1
247925255987406,Common Sense Saratoga,Common Sense Saratoga,≤100,2
324094455002743,Safe Roofs over Texas,Safe Roofs Over Texas,≤100,2
165969970103130,Senator Jim Brewster,Pennsylvania Senate Democratic Caucus,≤100,2
111751877511,Emerald Coast Children's Advocacy Center,"EMERALD COAST CHILDREN'S ADVOCACY CENTER, INC.",≤100,3
281896838629023,Tracy Van den Bergh for Judge,Tracy Van den Bergh for Judge,≤100,2
12489745727,Melt Bar and Grilled,Melt Bar and Grilled,≤100,3
103860224766804,Jerry Tanimoto for Mayor,Tanimoto 4 Mayor 2020,≤100,4
1800072483402009,African Community & Conservation Foundation,African Community & Conservation Foundation,≤100,1
108096064068688,Christy Craig For District Court Judge,Christy Lynn Craig,≤100,5
118497163085483,Chris Becker for School Board,Christopher Slade Becker,≤100,2
933537356765223,Andy for Mayor,Andy for Mayor 2020,≤100,6
165258338138,Macomb County Democratic Committee,Macomb County Democratic Committee,≤100,1
110257623864359,Cool Mud Flaps,"OHIO LASER, LLC",≤100,2
103783008100521,Misty Ronau for NAFC School Board,Misty Ronau for School Board,≤100,2
273168429458189,Center for Western Priorities,Center for Western Priorities,≤100,2
100496108213752,Jack David Woodrum For WV Senate District 10,Jack David Woodrum for West Virginia State Senate,≤100,3
104891784668608,North Carolinians for Affordable Rx,North Carolinians for Affordable Rx,≤100,9
100763904850457,Vanessa Perez for Laredo City Council District 7 2020,Vanessa Jacqueline Perez,≤100,7
108651637495359,American Searches,"AMERICAN SEARCHES, INC.",≤100,4
106716704263148,Gil Gatch for State House,Gil Gatch for State House,≤100,1
102765791103437,Jeff Brown for Grundy County State's Attorney,Jeffrey G Brown,≤100,5
2019799584954970,Upheaval: The Journey of Menachem Begin,Begin Documentary Film LLC,≤100,4
111159213777784,D38 Democratic Alliance - Hillsborough County NH District 38,D38 Democratic Alliance,≤100,9
108157630588712,Angry For Arizona,Angry For Arizona,≤100,8
104948114665741,Donna First,Donna First,≤100,7
101970078032850,Re-Elect Denise Tepler,Re-Elect Denise Tepler,≤100,4
105022287788971,F. David Ortiz for 63rd Judicial District Judge,F. David Ortiz Campaign for Judge,≤100,4
100965745119348,Michael McCord for Rockingham County Register of Deeds,Michael M Mccord,≤100,1
110267970559756,"Ready, Set, Soar Ohio",Ready Set Soar Ohio,≤100,2
434614146666189,Vote Brigette Peterson,Vote Brigette Peterson,≤100,2
1720420318278902,Mayor Travis Mitchell,Travis Washington Mitchell,≤100,1
121308132592130,"Alicia Vink, PhD.",Alicia Karen Vink,≤100,3
197965057666594,Gary Turco,CTMT,≤100,1
476127029450706,Jim Murphy State Representative 94th House District,Citizens for Murphy,≤100,2
104368660917754,Will Mortenson for District 24,Friends of Will Mortenson,≤100,2
110301027302067,Neal Messer for Stark County Commissioner,Neal Curtis Messer,≤100,1
57940793932,AARP South Dakota,AARP,≤100,1
1980546412206974,Jack O'Malley for State Representative,Jack O'Malley for State Representative,≤100,1
100928350251,Jim Ward,Kansas for Ward Senate,≤100,5
100456098248154,Ashlee for Utah House District 38,Ashlee for Utah,≤100,2
1718733138416382,Ed Palmer 4 Rialto Mayor,Ed Palmer for Mayor 2020,≤100,2
100294448310929,Ballot Z,40th Ward Democratic Organization,≤100,2
122008864019,Sasquatch Books,SASQUATCH BOOKS LLC,≤100,1
350214962152736,Justice Watch With Attorney Zulu Ali,Zulu  Abdullah  Ali,≤100,1
228899842310,Joanna Kishner for Judge  District Court  Department 31,Committee to Re-Elect Judge Joanna Kishner,≤100,1
102619234665360,Rosenquest for Mayor,Rosenquest for Plattsburgh,≤100,4
1663633860555352,Laura Devlin for State Representative,Laura Devlin for State Representative,≤100,5
121957406265116,"Anthony James for Aiken County School Board, District 9",Anthony Martin James,≤100,1
232363096967412,Matt Lynch for Ohio,Matt Lynch for Judge,≤100,12
112936283816043,Rich Johansen for NID,Rich Johansen for NID Director 2020,≤100,2
111575677351277,Kathleen G. Galen for 38th District Court Judge,Committee to Elect Kathleen G. Galen,≤100,2
1746596195591239,Rock Island County Clerk,"ROCK ISLAND, COUNTY OF",≤100,2
104866311340564,Phil Williams for EVMWD,ReElectPhilWilliams,≤100,7
102785941604536,Luz Molina for City Clerk - National City,Luz Molina City Clerk 2020,≤100,2
101312418248845,Sara for Salem,Sara Ann Dillingham,≤100,1
102897611108235,Chris Rasmussen for Redwood City Council,Christopher Todd Rasmussen,≤100,3
105073051330288,Karlton Huss for Camarillo City Council District 3 2020,KARLTON HUSS FOR CITY COUNCL,≤100,4
2130092453868820,Kate Rotella for 43,Kate Rotella 2020,≤100,1
1012788115447711,Re-Elect Adam Wool,Adam Wool for State House,≤100,1
401429067253590,Ginny For Georgia 20,Ginny For Ga20,≤100,6
100839901633506,Mackenzie Kelly for Austin City Council,Mackenzie Kelly for Austin City Council,≤100,1
102243774906260,David Ames HHI Town Council,David Ames HHI Town Council,≤100,4
105786547526243,"Kali Morgan for Judge - 505th District Family Court, Fort Bend County",Kali Morgan for District Judge,≤100,15
137074926898270,Nitti For State Supreme Court,Friends of Gino Nitti,≤100,2
109151762454327,Law Offices of Anna R. Yum,LAW OFFICES OF ANNA R YUM,≤100,1
101771274989999,Diaz Consulting Group,"Diaz Consulting Group, Inc.",≤100,1
107026567542760,John Hidahl for Supervisor,Paid for by the Committee to Re-Elect John Hidahl,≤100,5
114729605267302,Rodney J. Strange - 15th District Chemung County Legislator,Chemung County Legislator Rodney J. Strange,≤100,2
107198234357968,Nicole Hamm Candidate for Jacksonville City Council District 4,Campaign Account for Nicole Hamm,≤100,5
102172631571087,Curtis Hawkins for Marshal,Curtis Hawkins for Marshal,≤100,1
241152813294252,Cody Belanger for State Representative,Friends of Cody Belanger,≤100,3
108806497533170,Democracy MVP,Michigan Department of State,≤100,3
1224295357599212,Miguel Laureano Senador Distrito de Humacao,Comité Miguel Laureano,≤100,2
111329240265665,Williamsburg James City County Republicans,James City County Republican,≤100,3
117081316752728,Elect Bobby Gutierrez,Farrell Gjesdal Strategy Group,≤100,39
113901656817251,The Committee to Elect Judge Yvette Alexander,The Committee to Elect Judge Yvette Alexander,≤100,6
103018851520995,John Freyek for Crown Point School Board,John J Freyek,≤100,5
288904941217544,Kanawha County Republican Executive Committee,Kanawha County Republican Executive Committee,≤100,1
541658419276258,St. Clair County IL Democrats,St. Clair County Democratic Central Committee,≤100,1
106033754449318,Diane Nguyen for State Senate,Friends of Diane Ngyuen,≤100,8
106724287576400,Kevin Kelley,Friends of Kevin Kelley,≤100,1
103327737821944,Anita H. Lane for Register of Deeds,Committee to Elect Anita Honeycutt Lane,≤100,2
197343920324209,Phoenix Law Enforcement Association,PHOENIX LAW ENFORCEMENT ASSOCIATION,≤100,4
100463108489091,Save Our Right To Vote,Committee to Save Our Right to Vote,≤100,2
17321191439,Aaron Abernathy,Aaron Andrew Abernathy,≤100,1
201959357394555,Will Akin for Sheriff,Citizens to Elect Will Akin for Sheriff,≤100,3
115587653165187,Jenny Arras for Mobile County Commissioner,Committee to Elect Jenny Arras,≤100,4
182034571982073,Texans For Dade,Texans for Dade,≤100,2
102746494650598,Alejandra Aldrete for TSC Trustee Place 2,Alejandra Aldrete,≤100,5
116072753082353,Eagle Ridge Apparel,Eagle Ridge Apparel,≤100,1
332797696876105,The McKinney Law Group,"MCKINNEY LAW FIRM, P.A.",≤100,1
344284326077680,Wally White for North Carolina,Elect Wally White,≤100,2
329418020548,Cardozo School of Law,Cardozo School of Law,≤100,11
106981790728883,Mason Peres for LPISD School Board,Mason Allen Peres,≤100,6
1916437535307298,"Laurette Giardino for NYS Assembly, 105 AD",Committee for Laurette Giardino,≤100,1
113384945999306,American Pursuit,American Pursuit,≤100,3
253636542210507,Representative Jeff Magrum,Jeff Magrum,≤100,3
198365307706211,Illegal The Project,Illegal The Project,≤100,2
201767633915117,Kayla for Iowa,Kayla Koether for Iowa,≤100,8
104923977721051,Alfredo Camacho for PUSD,Alfredo Camacho Gonzalez for School Board 2020,≤100,2
1416331821948736,Jill Dickman,The Committee to Elect Jill Dickman,≤100,2
522582587810325,Judge Bill Gravell,Bill Gravell,≤100,4
112867186750706,Angie Maki Cliff for Ashtabula County Treasurer,The Committee To Elect Angie Cliff,≤100,4
104819864273869,Jeff Jiang For Minnesota Senate,Jeff Jiang for Minnesota Senate Campaign Committee,≤100,2
634628373327921,Florida Association of Managing Entities - FAME,Florida Association of Managing Entities,≤100,5
104227961149,Granville Homes,Granville Homes,≤100,4
117462819962338,Smith 4 San Dieguito,Smith for San Dieguito,≤100,2
100509391797592,Dr. Libby Hart-Wells 4 SUSD Governing Board,Hart-Wells 4 SUSD,≤100,3
34992314695,National Center for Public Policy Research,NATIONAL CENTER FOR PUBLIC POLICY RESEARCH,≤100,1
368516063671255,Paul Honig 2020,Honig 2020,≤100,2
100196431512716,Charly Minkler for Commissioner,Minkler for County Commissioner,≤100,6
566093720240781,CARE Advocates Philadelphia,Daniel Ryan Berger,≤100,2
1733399106890241,Voices of Vallejo,Voice of Vallejo,≤100,4
101526731656341,Mark Fougerousse,Mark A Fougerousse,≤100,2
131058900273186,"Quiroga Law Office, PLLC","Quiroga Law Office, PLLC",≤100,15
100446328500978,Texas Realtors for McCaul,National Association of REALTORS,≤100,2
26257841865,National Communication Association,National Communication Association,≤100,1
809308965893595,Woolwich Township Republican Club,Woolwich 2020,≤100,2
106007554211435,Mainers For Working Families,Mainers For Working Families,≤100,1
1756007634708280,Erik Mortensen For House,Mort For House,≤100,3
105169987934084,Let MS Vote,Let Mississippi Vote,≤100,1
112556903649130,Louder Than Hate,"Louder Than Hate, LLC",≤100,1
237697300232030,Michael Unbroken,Think Unroken LLC,≤100,5
111536353963034,"Vote Him Out, Inc.",Vote Him Out,≤100,1
100196941854975,One Village One Vote,One Village One Vote,≤100,3
278943342641536,"Chip Simmons, Republican, for Escambia County Sheriff",Chip Simmons for Sheriff,≤100,2
101733711252314,Reelect Jake Futch Bulloch County Coroner 2020,Jake Albert Futch,≤100,1
100651998484000,Amazonia,Grey Area Collective,≤100,4
483130431732332,Parish of Caddo,"CADDO, PARISH OF",≤100,11
1749962065236604,Anthony Rodriguez,Anthony Rodriguez for State Representative,≤100,6
102032087888149,"Retain Trevor Atkin for District Court Judge, Dept. 8",Committee to Retain District Court Judge Trevor Atkin,≤100,1
2072638396208222,Adam's Nest,"PTOWNLOVESHACK, LLC DBA Adam's Nest",≤100,6
100451398294660,Michael Madrid for US Congress NY-10,FRIENDS OF MICHAEL MADRID,≤100,3
110825477206136,Marta Bertoglio for State Representative,"Marta for Montana, PO Box 294, Clancy, MT 59634, Treasurer Megan Bullock",≤100,5
102853608238221,Elect Chitra Ramanathan To Washington Hospital Board 2020,Elect Chitra Ramanathan to Washington Hospital Board,≤100,5
109843734118639,Spoofed Apparel,Spoofed Apparel Co.,≤100,2
102605431219987,Judge Judith,Committee to Elect Judge Judith,≤100,2
207381586628343,Donna McLeod,Donna T Mcleod,≤100,9
103055844797963,Alexa Dixson-Griggs for Ward 1,Friends of Alexa Dixson-Griggs,≤100,1
1653885501501009,Propeller,Propeller Enterprises,≤100,9
107903924198663,People for Mimi Stewart,People for Mimi Stewart,≤100,2
48530203934,The American Alpine Club,"AMERICAN ALPINE CLUB, THE",≤100,1
14851158643,Southern Utah Wilderness Alliance,SOUTHERN UTAH WILDERNESS ALLIANCE,≤100,1
102651074597577,Faith Wins,FAITH WINS,≤100,1
663743610731643,Mari-Lynn Poskin for Kansas,Poskin4KS,≤100,1
557955754297731,21st Century Leadershippac,21ST CENTURY LEADERSHIP PAC,≤100,3
112907333412037,Pomeroy for Texas Senate,Pomeroy for Texas Senate,≤100,5
271267779638244,Virginia Beach Police Benevolent Association 34,Virginia Beach Police Benevolent Association,≤100,1
55680377321,Asian Americans Advancing Justice - Los Angeles,Asian Americans Advancing Justice with Facebook Ad Credits,≤100,1
114598196591931,Monica Tranel for PSC,Tranel for PSC,≤100,8
109562564212194,North Star Convention,The North Star Convention,≤100,4
517105131663170,HobbsEvents.org,"MADDOX, J F FOUNDATION",≤100,3
145641172123382,Santa Monica Councilmember Terry O'Day 2020,Re-elect Terry O'Day for City Council 2020,≤100,3
104103054507547,John Kelly for Kent County Register of Wills,Kelly for Register of Wills,≤100,2
1172387459459004,"Greg Smith For City Council, District 4",Greg Smith Campaign,≤100,2
984259855054439,DeWitt County Wind Power,Tradewind Energy,≤100,2
212428175445675,Hispanic Republicans of Texas,Hispanic Republicans of Texas,≤100,10
42097334902,Southern Coalition for Social Justice,Southern Coalition for Social Justice,≤100,3
250226702005906,Jessica Chambers for Council,Elect Jessica Chambers,≤100,4
582330215793515,Herbert Giles for Georgia House,Herbert Frederick Giles Jr,≤100,1
60972394953,Monroe County Community College,Monroe County Community College,≤100,2
118392355209508,"Sharon Sprinkle for Judge of Nash, Edgecombe and Wilson Counties",Committee to Elect Sharon Sprinkle District Court Judge,≤100,2
119152003015648,Keep Property Taxes Low Colorado,Keep Property Taxes Low,≤100,2
105803281168063,Niki Kelsey For NH State Rep,Niki Kelsey For NH State Rep,≤100,1
160967620648771,David Whitaker,David J Whitaker,≤100,1
111394370579876,Julie Eastman for West St. Paul City Council,Julie A. Eastman for City Council Campaign,≤100,2
